sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Threads,2,899,249,1550,1550,650.5,0.0,1.3865753301765173E-4,0.015165938489299834,112002.0
Metrics,5,111,52,269,86,79.94348003433426,0.0,3.461588414922049E-4,0.02212928568876886,65462.4
Create Account,50,2773,405,5438,4972,1447.1970392451747,0.0,1.6902741624691526,1.3106227392583076,794.0
Visit Account,50,2864,280,5083,4632,1498.6327560813563,0.0,1.4798591174120224,1.768373838310593,1223.64
Stripe (Default) Payment Method,50,6593,3370,9096,8530,1620.1861854737563,0.0,1.1987245570712761,1.0687846880918703,913.0
Authorize Payment,34263,6933,3280,46339,7149,2244.0034609879017,1.4593001196626097E-4,2.378247644554047,2.0982260992332735,903.4313691153723
Capture Payment,34248,7119,0,47654,7348,2289.2753794193063,1.4599392665265126E-4,2.378811573576771,1.8477812168010515,795.4089289885541
Purchase Payment,34224,6952,3228,44771,7178,2249.6739529148836,0.0,2.3771744575438474,2.0971220272686373,903.3636337073399
TOTAL,102892,6997,0,47654,7243,2266.082796918745,9.718928585312755E-5,7.123263924225287,6.0718657623805585,872.8569665280099
