sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,433,326,541,326,541,0.0,1.3879412334578224E-4,0.01734865548311042,107.5
Metrics,5,35,21,48,12,77,0.0,3.465102879597516E-4,0.022151482291314528,24.42130217658346
Create Account,50,2999,2856,4972,434,6330,0.0,1.6431693450326992,1.2740981054257452,1508.4113339537068
Visit Account,50,2882,2866,4699,289,5348,0.0,1.5094795314575535,1.8037690760475786,1407.593328202432
Stripe (Default) Payment Method,50,7217,7567,8884,3995,10101,0.0,1.2272347945608955,1.0942044603848609,1619.638295546263
Authorize Payment,35538,6674,6655,7100,3453,13787,1.969722550509314E-4,2.4692037391156805,2.1784756183066674,450.46267579402274
Capture Payment,35523,6870,6836,7307,0,14439,1.9705542887706555E-4,2.4699236404712317,1.9185467974715804,483.83982188412295
Purchase Payment,35506,6691,6669,7125,3702,13489,0.0,2.4687563881313905,2.177941188037733,434.62555106597694
TOTAL,106724,6741,6720,7195,0,14439,1.3117949102357484E-4,7.396012886265547,6.305145446061199,485.6771388102228
