sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,398,250,546,250,546,0.0,1.382696234150758E-4,0.01905258189830781,148.0
Metrics,5,160,65,127,40,512,0.0,3.4518512658042146E-4,0.022113894104348497,178.34057306176854
Create Account,100,5659,5512,9677,314,12724,0.0,1.625197055142936,1.2585754538362777,3053.8580386782874
Visit Account,100,5650,6108,9115,288,11094,0.0,1.4304719126839944,1.7082405016664999,2861.4470039474795
Stripe (Default) Payment Method,100,14962,17093,21072,3603,22921,0.0,1.1504170261719873,1.0245901639344264,5667.7429579948275
Authorize Payment,9316,51152,59786,90307,9505,153336,0.0050450837269214255,0.6447678603846418,0.597463694455647,32384.784832493893
Capture Payment,9281,52241,62078,90893,0,159154,0.00334015731063463,0.6428885416494937,0.5545970840578326,32785.17765070934
Purchase Payment,9250,51651,60653,90788,11966,151062,0.0033513513513513515,0.6407430125242747,0.591326045913393,32772.803792469706
TOTAL,28154,51211,59953,90594,0,159154,0.0038715635433686155,1.9436328523519724,1.7988879830509956,32785.57320043251
