sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,344,274,414,274,414,0.0,1.3879820739339188E-4,0.014689160677177023,70.0
Metrics,5,35,23,43,1,86,0.2,3.465192693821395E-4,0.017814203705302827,28.75413013812103
Create Account,50,2936,3029,4948,512,5560,0.0,1.6850903208411971,1.3066032370585063,1441.6586525249315
Visit Account,50,2944,2922,4784,322,5281,0.0,1.5372317530590913,1.83693189679026,1487.1780961270242
Stripe (Default) Payment Method,50,6834,7514,8323,3144,9563,0.0,1.24987501249875,1.1143905140735928,1612.1064194401051
Authorize Payment,35433,6701,6668,7124,3540,34103,4.7977873733525246E-4,2.461756040136218,2.174413668004515,569.2863228150616
Capture Payment,35419,6883,6857,7330,0,35088,9.034698890426042E-4,2.4624570717722216,1.915683815243832,564.7707106696442
Purchase Payment,35404,6710,6691,7144,3363,34072,3.6719014800587507E-4,2.4614381754154997,2.1742705150206896,475.1633269992548
TOTAL,106413,6761,6738,7213,0,35088,5.920329283076315E-4,7.374682274226632,6.288292977437441,562.1987341404686
