sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,676,248,1105,248,1105,0.0,1.3866698319716698E-4,0.015075362537027551,428.5
Metrics,5,141,61,91,35,485,0.0,3.4617875770983367E-4,0.022144149115980616,172.91338872395048
Create Account,50,3008,3433,4608,541,5590,0.0,1.656671415791392,1.2845674845101223,1391.4630069103525
Visit Account,50,3079,3331,4804,438,5163,0.0,1.5119900813450664,1.8067690850948017,1370.6020255347646
Stripe (Default) Payment Method,50,8164,7995,10224,4418,12510,0.0,1.2514078338130397,1.1157571799524466,1723.7184109940893
Authorize Payment,9367,25309,30654,37921,4247,51356,1.0675776662752215E-4,0.6503908559503334,0.5738157672992545,12537.371519299062
Capture Payment,9353,26195,31681,39286,0,54039,1.0691756655618518E-4,0.6499793463207819,0.5048900947331172,12984.66784968863
Purchase Payment,9335,25406,30751,37998,4672,50350,0.0,0.6487331391929051,0.5722709033405691,12533.033582802651
TOTAL,28212,25519,30966,38408,0,54039,7.08918190840777E-5,1.953243591118516,1.6924009384831082,12756.34728504161
