sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,840,252,1428,252,1428,0.0,1.387006893909715E-4,0.015300826148117494,588.0
Metrics,5,99,64,94,31,259,0.0,3.46267917460255E-4,0.02213463558002577,82.18856368132978
Create Account,50,3846,4159,6092,645,6778,0.0,1.6754347753241967,1.2991164175853633,1750.0534387269436
Visit Account,50,3393,3552,4672,381,6198,0.0,1.5360511197812663,1.8355210861417466,1376.6350859977383
Stripe (Default) Payment Method,50,9137,8205,14231,5654,16955,0.0,1.2389117399276475,1.1046156431190843,2763.970896807703
Authorize Payment,26175,9084,6696,10317,3654,44620,0.0,1.8185010229806422,1.6042640953846687,7271.985313203703
Capture Payment,26155,9317,6865,10574,3889,44393,0.0,1.8191351877917146,1.4130266540471916,7464.314924836843
Purchase Payment,26137,9086,6719,10058,3526,43671,0.0,1.8193084330935525,1.6049773223128987,7242.807451520659
TOTAL,78624,9155,6762,10314,31,44620,0.0,5.444893068557771,4.650194555364031,7324.224873935301
