sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Threads,2,624,291,958,958,333.5,0.0,1.3865490873040634E-4,0.013182168610435169,97353.5
Metrics,5,73,0,266,75,100.16666112035482,0.4,3.461575234118449E-4,0.013457144158200636,39808.8
Create Account,50,3004,472,5954,5143,1546.4635373651718,0.0,1.671681711802073,1.296206327315279,794.0
Visit Account,50,3026,376,5332,4955,1590.9341081264179,0.0,1.4802534193853987,1.768845013766357,1223.64
Stripe (Default) Payment Method,50,7104,3549,9770,8542,1602.236379689337,0.0,1.2142406139200543,1.08261882862208,913.0
Authorize Payment,13472,17647,3436,48698,36407,13325.135823294748,1.484560570071259E-4,0.9351269557008594,0.824993243114267,903.3993467933492
Capture Payment,13455,18180,0,50189,37519,13716.145352386537,1.4864362690449647E-4,0.9345437370636365,0.7259548463394433,795.4445930880713
Purchase Payment,13436,17642,3830,49887,36318,13280.769924483873,0.0,0.9332167298616088,0.8232662355036595,903.3535278356654
TOTAL,40520,17770,0,50189,36730,13446.086392416546,1.4807502467917077E-4,2.8052013361952106,2.4035159173887592,877.3702862783811
