sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Threads,2,731,268,1195,1195,463.5,0.0,1.3867550196024756E-4,0.015225053351932492,112424.0
Metrics,5,98,23,229,104,71.33414329758226,0.0,3.462055799199656E-4,0.022128960293231973,65452.6
Create Account,50,2887,649,5830,4475,1366.6636930861964,0.0,1.6420361247947455,1.2732194170771758,794.0
Visit Account,50,2907,484,5519,4917,1519.195779483342,0.0,1.4611765393494842,1.7460488873140652,1223.64
Stripe (Default) Payment Method,50,7565,3934,11999,9483,1879.8868401050097,0.0,1.2285917880924884,1.0954143579379314,913.0
Authorize Payment,26653,8911,3210,46825,8020,7541.82619838573,0.0,1.8507661552484007,1.632756261204468,903.3785314973924
Capture Payment,26640,9162,3837,47580,8363,7777.471480211306,0.0,1.8514957256789462,1.4381497881674132,795.3922672672672
Purchase Payment,26621,8926,3449,47770,7947,7517.109370906433,0.0,1.8518921738373082,1.6337104504873279,903.356861124676
TOTAL,80071,8991,23,47770,8126,7610.338526182274,0.0,5.544097143942823,4.73412713895479,874.3977719773701
