sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Create Account,100,5342,5391,9167,401,12020,0.0,1.694053870913095,1.3118991402676605,2866.382644013182
Visit Account,100,5160,5377,8196,295,10800,0.0,1.540404818386272,1.8395201446440124,2559.088678631517
Stripe (Default) Payment Method,100,16143,17384,23485,3856,29189,0.0,1.1985090547359085,1.0674221268741686,6583.149292701785
Authorize Payment,8790,53611,40699,85570,10008,157275,0.14812286689419796,0.608425509682687,0.7549650494716043,23928.406962402805
Capture Payment,8763,56144,42205,90276,0,175063,0.13557001027045532,0.6072763389393377,0.7211439686061417,25641.8205784029
Purchase Payment,8723,54503,43202,86327,10008,180758,0.14112117390805914,0.6055323988988932,0.7267288101189442,24291.054037080026
TOTAL,26576,54234,40812,87438,0,180758,0.14001354605659241,1.83810459434852,2.217953925219762,24998.8156744711
