sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,803,256,1351,256,1351,0.0,1.3867478080544114E-4,0.015281920217382425,547.5
Metrics,5,111,81,82,1,318,0.2,3.462018164101461E-4,0.01779450289331244,107.55724057449596
Create Account,50,2837,2955,4275,593,5185,0.0,1.6781339150864238,1.301209305252559,1263.3316785389336
Visit Account,50,2844,2877,4590,444,5061,0.0,1.5087962823259604,1.802952620024744,1341.330060052335
Stripe (Default) Payment Method,50,7172,7671,8532,3830,11306,0.0,1.2375931288829485,1.1034399674513007,1688.6162786139437
Authorize Payment,18728,12666,6744,33710,4193,48833,0.0,1.3003210462668642,1.147120729554885,11280.884099179026
Capture Payment,18713,13069,6916,34861,4144,51610,0.0,1.3004334940465192,1.0101296670199142,11669.866623308768
Purchase Payment,18695,12705,6769,33770,4256,50108,0.0,1.300189704597873,1.147005658046387,11299.4280687589
TOTAL,56293,12789,6812,34094,1,51610,1.7764198035279698E-5,3.897674363857488,3.3352460939001083,11413.694794121979
