sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Threads,2,715,240,1190,1190,475.0,0.0,1.3863043939056394E-4,0.015230124189999672,112498.0
Metrics,5,120,1,441,87,163.77740991968338,0.4,3.460899073745737E-4,0.013447012410887907,39786.6
Create Account,50,2993,615,5676,4754,1404.241902237646,0.0,1.7005067510118015,1.3185569924837601,794.0
Visit Account,50,2936,384,5375,4721,1370.0070680109645,0.0,1.5244367206317264,1.8216423328455136,1223.64
Stripe (Default) Payment Method,50,7229,3667,10628,8727,1576.1019359165846,0.0,1.227807381577978,1.094714979863959,913.0
Authorize Payment,23014,10324,3088,46958,30365,9239.061429774745,0.0,1.5973178053738981,1.4091517603220953,903.3715129920918
Capture Payment,22999,10622,3730,49591,31247,9523.227723158705,0.0,1.5976761276593172,1.240963345749264,795.3717552937085
Purchase Payment,22976,10341,2901,49011,30415,9253.287838694832,0.0,1.5974265413921611,1.4092486456272326,903.372127437326
TOTAL,69146,10415,1,49591,30613,9335.340274913926,2.8924305093570128E-5,4.786062401543479,4.083335278973324,873.6483093743673
