sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Threads,2,668,375,962,962,293.5,0.0,1.3862251225440337E-4,0.01025068804850762,75721.5
Metrics,5,192,84,409,209,118.12806609777373,0.0,3.460648036798593E-4,0.022115906632511916,65440.6
Create Account,30,6600,772,16463,14672,5165.253295821996,0.0,0.9694306210818846,0.7526341247657209,795.0
Visit Account,30,7822,1096,16121,15213,4976.484069099387,0.0,0.8313934153641503,0.9932877972231459,1223.4
Stripe (Default) Payment Method,30,22307,11508,35071,33352,9225.105305270683,0.0,0.622639159852227,0.5623209912415424,924.8
Authorize Payment,4965,28735,4557,54024,44339,15550.379693224224,0.0010070493454179255,0.3451255996513849,0.30515365579070364,905.4018126888218
Capture Payment,4957,29458,0,54402,45484,15947.667916782657,0.0010086746015735323,0.34470546110944256,0.26812895897125344,796.5178535404478
Purchase Payment,4946,28794,7840,54478,44374,15575.504155912713,0.0,0.3439256308455536,0.30407383073629846,905.3457339264052
TOTAL,14965,28881,0,54478,44724,15728.838763237052,6.682258603407952E-4,1.0357441428893657,0.9116697921751519,901.3325091881056
