sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,4393,1568,7218,1568,7218,0.0,1.3854971149793575E-4,0.020540468288153195,2825.0
Metrics,5,117,43,93,23,399,0.0,3.46056181113624E-4,0.022113530685943565,142.69183578607434
Create Account,100,5705,5418,9856,681,11027,0.0,1.6755189920077744,1.2991817184122783,3074.6647642304024
Visit Account,100,5854,5710,9541,571,10493,0.0,1.4739262447307138,1.7615721634289419,3047.169683804957
Stripe (Default) Payment Method,100,11795,13280,15537,4021,16539,0.0,1.2267229323584974,1.0937480832454183,3729.446787004743
Authorize Payment,32942,14397,13519,14792,9080,86904,3.946329913180742E-4,2.286457869886374,2.0173309986871018,6336.0680306448585
Capture Payment,32912,14832,13912,15230,0,99195,3.949927078269324E-4,2.2864204258374676,1.7761284560425392,6643.55884307979
Purchase Payment,32882,14421,13536,14792,8688,86617,0.0,2.2843602672761256,2.015204390524525,6426.079194424217
TOTAL,99043,14529,13647,14974,0,99195,2.625122421574468E-4,6.851458595656788,5.84826208898806,6478.956281927912
