sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,785,254,1316,254,1316,0.0,1.38647988009722E-4,0.01517389848073001,531.0
Metrics,5,100,65,97,1,284,0.2,3.46136579263719E-4,0.017791284964553882,96.86609313893071
Create Account,50,2904,2832,4739,355,5569,0.0,1.719808757266192,1.3335235871771058,1403.752910023698
Visit Account,50,3107,2966,4911,453,5209,0.0,1.5189719597776223,1.81511215709208,1491.6829235464215
Stripe (Default) Payment Method,50,6801,7507,8308,3261,8584,0.0,1.2423903590508136,1.1077171853646417,1534.6128273932788
Authorize Payment,30996,7659,6599,7222,3150,47209,0.0,2.1512913925440498,1.8978587398642013,5227.594870882648
Capture Payment,30979,7882,6791,7431,3562,48120,0.0,2.151655939526098,1.6713127392170986,5389.022074740469
Purchase Payment,30964,7680,6631,7239,3610,47585,0.0,2.1523699112255157,1.8988110026982477,5215.416784742825
TOTAL,93096,7734,6675,7319,1,48120,1.074160006874624E-5,6.444666183099795,5.492596446262882,5277.493620931936
