sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,488,210,766,210,766,0.0,1.383738786094394E-4,0.020637842393190067,278.0
Metrics,5,112,63,86,39,317,0.0,3.454498247256679E-4,0.022113781611940737,103.61467077590895
Create Account,100,5651,5482,9732,329,10733,0.0,1.6777116013757234,1.2992434569247546,3070.5469762079847
Visit Account,100,5750,6587,8976,285,10147,0.0,1.5135920566688865,1.8075008892353333,2853.141093233912
Stripe (Default) Payment Method,100,13971,15905,19516,3547,23099,0.0,1.1845534233593935,1.0549928926794598,5302.672614785869
Authorize Payment,12656,37655,19425,78871,10069,143487,0.014301517067003793,0.8765088629825362,0.8083459671415831,28557.469937209367
Capture Payment,12625,38466,19819,81159,10111,145627,0.01401980198019802,0.875100766553614,0.7445250100333336,29059.760584351698
Purchase Payment,12593,37843,19514,79378,10063,153753,0.013420154053839435,0.8739393344667086,0.8076177832861549,28673.74329219465
TOTAL,38181,37749,19543,79704,39,153753,0.01380267672402504,2.6378829450411,2.4149753299547254,28777.610024754176
