sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,348,266,431,266,431,0.0,1.3880582709638269E-4,0.015143390410058091,82.5
Metrics,5,37,21,62,1,86,0.2,3.4653773799432137E-4,0.017827471491553178,31.818233766191362
Create Account,50,3017,2922,5136,484,5646,0.0,1.6672224074691564,1.2927486245415138,1504.8850599298275
Visit Account,50,2994,2869,4840,291,5574,0.0,1.5219310260858978,1.8186481257419413,1497.6167600557892
Stripe (Default) Payment Method,50,6987,7406,8735,3297,9426,0.0,1.2330760314681004,1.0994125163382575,1648.7348168823241
Authorize Payment,35435,6695,6670,7121,3631,35349,0.0,2.4621223306887026,2.172096522504083,438.7393957484838
Capture Payment,35413,6885,6863,7332,3920,15415,2.8238217603704854E-5,2.4622756536124037,1.9125488557741486,426.36857531468905
Purchase Payment,35397,6716,6702,7143,3135,15152,2.8250981721614828E-5,2.4630733828448403,2.1729375404893303,397.8822416883888
TOTAL,106402,6761,6744,7213,1,35349,2.819495874137704E-5,7.374318061666437,6.2800835192963005,451.80499556552496
