sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,858,274,1443,274,1443,0.0,1.386365030605741E-4,0.015288532997913867,584.5
Metrics,5,123,77,86,28,364,0.0,3.4610540737090993E-4,0.022120394249880906,121.8106727672087
Create Account,50,3072,3454,4524,642,5315,0.0,1.7424031223863954,1.3510430460691385,1325.902495510133
Visit Account,50,2879,3070,4606,289,5490,0.0,1.5489467162329618,1.8509308201672863,1301.28946218741
Stripe (Default) Payment Method,50,8275,8220,10788,4552,13364,0.0,1.2539499423183027,1.1180237278677834,2005.8655432505982
Authorize Payment,9574,24801,30400,37179,5439,48171,0.0,0.6646665576707929,0.5863844855915439,12474.55521741393
Capture Payment,9564,25568,31273,38485,5090,46835,0.0,0.6646754203112966,0.5162900880625435,12867.095636507755
Purchase Payment,9544,24870,30376,37403,4249,47020,0.0,0.6638247769676728,0.58557812785172,12493.86992532884
TOTAL,28839,24968,30631,37676,28,48171,0.0,1.996226972508842,1.7289375285444744,12675.894160532907
