sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Threads,2,365,259,471,471,106.0,0.0,1.387822771146221E-4,0.016724009804933184,123397.5
Metrics,5,39,1,87,77,35.22271994040211,0.2,3.464785445240175E-4,0.017811230351028502,52640.2
Create Account,50,3557,488,5583,5108,1507.4979351229638,0.0,1.7203413157170382,1.3339365280071567,794.0
Visit Account,50,3161,356,4865,4722,1299.728282526775,0.0,1.5650921839296335,1.8702240233824772,1223.64
Stripe (Default) Payment Method,50,8857,4770,15041,11822,2167.524304269737,0.0,1.2424212304939866,1.1077447103916112,913.0
Authorize Payment,35534,6677,3496,17888,7094,472.2320001151921,1.1256824449822705E-4,2.469563605023554,2.1787329621117206,903.4076096133281
Capture Payment,35523,6867,0,13094,7308,456.7592005021774,1.1260310221546604E-4,2.4714963549203186,1.9197358117555436,795.3924218112209
Purchase Payment,35505,6692,3637,12003,7119,419.76919720409654,0.0,2.4702493410755118,2.179258299177669,903.3745951274468
TOTAL,106719,6742,0,17888,7189,479.10734269497647,8.433362381581536E-5,7.395028349029206,6.299242950742011,872.2650512092505
