sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,757,269,1246,269,1246,0.0,1.386627338217682E-4,0.014849979856637986,488.5
Metrics,5,92,60,90,1,255,0.2,3.4617449146794114E-4,0.017793098412630715,86.22435850732668
Create Account,50,3107,3496,4570,597,5718,0.0,1.6485871608031917,1.2782990289821623,1386.9794555075428
Visit Account,50,3115,3248,4721,340,5265,0.0,1.4856192060850963,1.7752569192714525,1416.5189107103372
Stripe (Default) Payment Method,50,7594,7805,9544,4090,11626,0.0,1.2058653289600616,1.0751514114653675,1692.2684185435826
Authorize Payment,19484,12182,6758,33548,3287,50319,0.0,1.3527314636423913,1.1934025029593605,11005.012638438058
Capture Payment,19467,12560,6941,34610,3257,51736,0.0,1.352657192808647,1.0506743666328786,11370.126586885644
Purchase Payment,19451,12206,6783,33518,3728,46682,0.0,1.3526450047823453,1.1932625859363515,11001.378630918984
TOTAL,58559,12295,6831,33903,1,51736,1.7076794344165715E-5,4.054246972382602,3.467454100087366,11121.645563251794
