sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
Threads,2,847,254,1441,254,1441,0.0,1.386867529464694E-4,0.015409330722520539,593.5
Metrics,5,122,56,91,32,381,0.0,3.4623039236697707E-4,0.02211695402115786,130.47513173015003
Create Account,50,2937,2983,4532,545,5595,0.0,1.6861131719160989,1.3073963461927565,1368.5999146573117
Visit Account,50,2899,2884,4825,358,5202,0.0,1.4925818681154661,1.7835770284187586,1428.9944617107517
Stripe (Default) Payment Method,50,7349,7672,8717,4117,11709,0.0,1.222135314822057,1.0896577562817755,1733.1278101744267
Authorize Payment,29444,8074,6579,7302,3325,41714,0.0,2.044591595536952,1.8037674090440055,5886.017376142559
Capture Payment,29430,8288,6754,7503,3061,43242,0.0,2.0453746524496332,1.588735492860579,6017.092620143299
Purchase Payment,29409,8075,6607,7309,3560,42660,0.0,2.0455368256097954,1.8045376963705615,5821.425110341374
TOTAL,88440,8139,6648,7389,32,43242,0.0,6.1240099551861515,5.225514338243389,5907.748501769132
