sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Threads,2,847,254,1441,1441,593.5,0.0,1.386867529464694E-4,0.015409330722520539,113775.5
Metrics,5,122,32,381,91,130.47513173015003,0.0,3.4623039236697707E-4,0.02211695402115786,65412.4
Create Account,50,2937,545,5595,4532,1368.5999146573117,0.0,1.6861131719160989,1.3073963461927565,794.0
Visit Account,50,2899,358,5202,4825,1428.9944617107517,0.0,1.4925818681154661,1.7835770284187586,1223.64
Stripe (Default) Payment Method,50,7349,4117,11709,8717,1733.1278101744267,0.0,1.222135314822057,1.0896577562817755,913.0
Authorize Payment,29444,8074,3325,41714,7302,5886.017376142559,0.0,2.044591595536952,1.8037674090440055,903.3871756554815
Capture Payment,29430,8288,3061,43242,7503,6017.092620143299,0.0,2.0453746524496332,1.588735492860579,795.3873598369012
Purchase Payment,29409,8075,3560,42660,7309,5821.425110341374,0.0,2.0455368256097954,1.8045376963705615,903.3553334013397
TOTAL,88440,8139,32,43242,7389,5907.748501769132,0.0,6.1240099551861515,5.225514338243389,873.7619176843058
