sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Threads,2,740,261,1219,1219,479.0,0.0,1.383313654543836E-4,0.021770033727607697,161153.0
Metrics,5,92,1,273,82,94.97662870411858,0.2,3.453480853142384E-4,0.0177792883710732,52717.8
Create Account,120,6623,528,13341,11425,3497.2834425748706,0.0,1.675603217158177,1.2976106945375334,793.0
Visit Account,120,6671,325,13542,10901,3421.177963060465,0.0,1.5218962827683293,1.8179526690256058,1223.2
Stripe (Default) Payment Method,120,17030,3967,28779,25005,6801.301459397105,0.0,1.1463617344453043,1.020978419740349,912.0
Authorize Payment,8054,70511,8755,189205,93358,21016.303414851496,0.345045939905637,0.5577089201227735,0.555347381151876,1019.6640178793147
Capture Payment,8006,74344,0,181710,97741,21702.50501926183,0.33062702972770425,0.5548557291938112,0.5477885155363762,1010.9572820384711
Purchase Payment,7973,70435,10220,170653,92994,20479.661784857766,0.3789038003261006,0.5525699283724387,0.5561999207512983,1030.7269534679544
TOTAL,24400,70833,0,189205,94894,22316.9555237489,0.3462295081967213,1.6852665297364589,1.717356511965703,1043.4984836065573
